SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,DebtRatio,NumberOfDependents,TotalLate,TotalCreditLines,MonthlyIncome_log
0,0.199211155,87,0.303633649,0.0,2,11,7.605392364814935
0,0.021175338,45,0.515562511,1.0,0,11,8.657129031713755
0,0.036612048,56,0.11140752,1.0,0,9,8.971067438732089
0,0.343897593,41,0.157423251,4.0,0,5,9.203819154985917
0,0.473686923,53,0.507915316,1.0,1,8,8.564649132572534
0,0.026770542,51,0.084408992,0.0,0,10,8.838551790227402
0,0.9999999,25,0.0,0.0,0,0,8.594339400592892
0,0.113232554,56,0.45236415,2.0,0,27,8.35490952835879
1,0.880288958,27,0.284583333,0.0,6,8,7.783224016336037
0,0.620120355,72,0.362675247,0.0,3,12,8.37816098272068
0,0.041289345,51,0.172261106,0.0,1,13,8.853808274977197
0,0.0,61,0.168166578,0.0,0,6,8.64241515616962
0,0.144553193,81,0.162640354,0.0,0,19,9.084436955087027
0,0.014284694,62,0.286489574,0.0,0,4,8.160803920954665
0,0.031612953,74,87.0,0.0,0,6,8.594339400592892
0,0.409685022,52,0.372806043,0.0,0,8,8.412054873292933
0,0.013332889,43,0.195681152,0.0,0,6,8.229777750081887
0,0.9999999,50,0.141167395,0.0,0,3,9.364519622823858
0,0.066750568,66,0.274023126,0.0,0,16,9.213535262872702
0,1.41449698,27,0.127542227,0.0,1,9,7.972810784121404
0,0.36067675,53,0.039794294,0.0,3,7,10.106469212026385
0,0.133433283,72,0.421294172,0.0,1,6,7.68662133494462
1,0.957289654,40,0.218812658,4.0,2,13,10.040724570841213
0,0.9999999,72,0.202799671,0.0,0,6,9.04793908261736
0,0.639593909,67,918.0,0.0,4,7,8.594339400592892
0,0.0,42,0.434470767,3.0,0,15,8.434028950155469
0,0.036806984,57,0.818888521,1.0,0,18,8.707152175339404
0,0.113750214,66,0.134396838,0.0,0,5,9.55867059537935
0,0.079994667,47,0.001433286,0.0,0,4,10.308985993422082
0,0.0,64,0.0,0.0,0,3,8.922791623969637
0,0.008940337,64,0.155381605,0.0,0,7,9.232101863757695
0,0.014665915,44,0.079529926,0.0,0,3,8.204945165019208
0,0.023807238,45,0.378407332,2.0,0,13,9.036106025364846
0,0.007088508,56,0.004241139,0.0,0,9,8.101980731853192
0,0.192512231,31,0.112926478,0.0,1,4,8.33375100695358
0,0.0,27,0.052589482,0.0,0,5,8.517393171418904
0,0.0,27,0.233906437,1.0,0,5,7.824445930877619
0,0.021042868,67,0.283218889,0.0,0,8,9.024131268455035
0,0.135196395,45,0.544542215,2.0,1,13,9.528866827722945
0,1.009998824,47,0.61212929,0.0,0,7,8.006700845440367
0,0.049663428,67,0.018192375,0.0,0,8,9.648659816955295
0,0.00516502,73,0.07084124,0.0,0,15,7.365812837209472
0,0.9999999,50,0.0,2.0,0,0,8.699681400989514
0,0.669170259,48,0.572879009,0.0,0,13,9.472781556562168
1,0.68813979,31,0.073325186,0.0,4,5,9.105090961257085
0,0.031730177,53,0.563014292,2.0,0,17,8.43771698991444
0,0.211089446,64,0.159109646,0.0,0,5,9.29807648628027
0,0.072654558,29,0.525826446,0.0,0,6,7.568379267836522
0,0.060493951,46,0.547646785,7.0,0,9,9.057655284310535
0,0.001692359,36,0.657159659,0.0,0,14,8.131824785007195
0,0.030260093,63,0.24895021,0.0,0,8,8.517393171418904
0,0.072478797,85,0.006723079,0.0,0,3,9.062652099076578
0,0.079384401,39,0.470273029,1.0,1,4,8.273591798199632
0,0.860784804,32,0.029420166,0.0,0,1,8.160803920954665
0,0.022426556,78,0.553259565,0.0,0,19,8.922791623969637
0,0.018115205,66,0.362457229,1.0,5,11,9.438829609615144
0,0.04598133,45,0.180606465,0.0,1,13,8.006700845440367
0,0.991603359,23,0.172206833,0.0,3,4,7.680637427560936
0,0.375046417,42,0.428960964,2.0,2,13,8.849083518532339
0,0.034359375,77,520.0,3.0,0,5,8.594339400592892
0,0.386185299,41,0.619942061,1.0,0,18,9.278092474027002
0,0.020978277,32,0.020884248,0.0,0,6,8.412054873292933
0,0.004157595,80,0.500719942,1.0,1,20,9.0280988119824
0,0.037817322,59,0.310421666,0.0,0,9,8.671458150427666
0,0.060848384,53,0.688161136,1.0,1,17,8.839421607620602
0,0.253701964,64,0.598164922,0.0,0,21,9.04793908261736
0,1.324168099,36,0.110937228,0.0,3,8,8.657129031713755
0,0.011989877,74,0.005910271,0.0,0,4,9.320718279445792
0,0.118081181,30,0.210572074,0.0,0,11,8.657129031713755
0,0.701484501,60,0.096361569,1.0,0,3,9.264260213965613
0,0.231044726,39,0.49875024,1.0,0,12,8.556606193773073
0,0.0,45,0.179803366,2.0,0,6,8.699681400989514
0,0.102163261,71,92.0,0.0,0,3,8.594339400592892
0,0.000667891,61,0.324735053,2.0,0,7,8.517393171418904
0,0.010520195,70,0.008217034,0.0,0,11,8.944680683558895
0,0.744184148,53,0.45974108,0.0,0,12,8.06054004653864
0,0.970675733,46,0.217641419,2.0,0,3,8.895766604056085
0,0.427206925,61,0.353084911,0.0,0,4,7.400620577371135
0,0.110599078,23,0.125860374,0.0,0,3,8.02322468471667
0,0.014494959,86,1.054189162,0.0,0,18,8.517393171418904
0,0.00907441,48,0.204462659,4.0,0,12,9.080687163749312
0,0.489518959,54,1.141548709,4.0,1,7,7.0909098220799835
0,0.714135882,44,0.073170732,2.0,0,3,7.824445930877619
0,0.022299443,60,0.648491458,0.0,0,5,7.919719760924575
0,0.130449866,50,0.364429368,3.0,0,16,8.325306029752582
0,0.638722555,28,0.242378811,0.0,0,5,7.601402334583733
0,0.155987596,78,0.466545455,2.0,0,7,9.017968479328726
0,0.531468531,29,0.314634824,2.0,0,5,8.188966863648876
0,0.0,80,0.327883742,0.0,0,5,7.00397413672268
0,0.424146591,46,0.42166065,0.0,1,7,8.332067707289548
0,0.1985874,32,0.718725819,1.0,0,27,8.955964118230874
0,0.08241449,60,0.408582469,5.0,0,10,9.599066156080049
0,0.972342552,55,0.291200647,0.0,1,9,8.912069097970134
0,0.0,47,0.477424813,1.0,0,9,9.472781556562168
0,0.0,61,422.0,0.0,0,5,8.594339400592892
0,0.624511828,49,0.807664842,1.0,0,7,8.343077871169383
0,0.769620477,46,0.58377973,0.0,0,22,9.141418926509761
0,0.338961789,52,0.442724458,0.0,0,7,7.72356247227797
0,0.310270939,30,0.118532955,0.0,0,2,8.638348312972704
0,0.443259817,71,381.0,0.0,0,4,8.594339400592892
0,0.514248575,51,0.288957589,0.0,1,6,9.24483841238375
0,0.168024881,49,0.127739355,1.0,0,8,9.392745258631441
0,0.029020396,69,0.301267542,0.0,0,7,9.086589564540008
0,0.004966501,74,0.139024868,0.0,0,10,8.538367426647644
0,0.074324541,66,0.348330334,0.0,0,8,8.517393171418904
0,0.971567614,64,0.841477181,0.0,2,14,8.732465848349879
0,0.0,71,0.0,0.0,0,2,8.779865100863852
0,0.513848751,49,0.362702055,2.0,1,7,9.21253795551967
0,0.9999999,27,0.0,1.0,0,0,8.612685172875459
0,0.565276327,47,0.086860486,0.0,1,6,9.726213236963687
0,0.350872354,55,0.056981006,0.0,0,7,8.006700845440367
0,0.538725443,44,0.534910296,0.0,0,15,9.076923258535832
0,0.0,33,0.07312509,1.0,0,4,8.846065190692881
0,0.026207581,70,48.0,0.0,0,2,0.0
0,0.179920502,70,217.0,0.0,0,3,8.594339400592892
0,0.9999999,37,0.809709821,0.0,0,6,8.18423477409482
0,0.080644077,50,0.304426847,3.0,0,17,8.949365142352965
0,0.639846326,58,993.0,1.0,0,4,8.594339400592892
0,0.352092558,43,0.687432703,1.0,1,10,8.77971129020447
0,0.88797338,62,0.113539052,0.0,4,9,8.820699399214904
0,0.019842982,79,0.262681541,0.0,0,15,8.46611040118692
0,0.0,61,0.725102574,0.0,0,5,7.893945138235959
0,0.024215211,40,0.194810955,0.0,0,6,9.107088742165708
0,0.406328348,41,0.264455924,0.0,0,10,8.699681400989514
0,0.9999999,38,0.492363232,0.0,0,8,8.188966863648876
0,0.093176665,41,0.253691959,3.0,0,13,9.980494888896912
0,0.392114532,39,0.05294635,1.0,0,4,8.645586406184636
0,0.965105348,61,0.340612751,0.0,0,14,9.433563920090563
0,0.038201248,70,0.07793765,0.0,0,5,6.726233402358747
0,0.963003083,54,0.432373473,0.0,0,11,8.430327258394575
0,0.021416986,67,0.253574248,0.0,0,9,9.34145634983372
0,0.138962198,66,0.36075407,0.0,0,13,8.160803920954665
0,0.005069708,46,0.382397396,0.0,2,12,9.059633754551479
0,0.05808172,77,0.018440145,0.0,0,4,8.104099056143582
0,0.00881738,47,0.753881988,2.0,0,8,8.770283819098399
0,0.0,37,0.372604566,0.0,0,9,8.699681400989514
0,0.9999999,25,0.603396603,0.0,0,3,6.90875477931522
0,0.176891155,52,0.33840139,0.0,1,11,8.840145877949938
0,0.114514721,93,0.03832056,0.0,0,3,8.006700845440367
0,0.343500445,54,0.464480874,2.0,1,16,9.059633754551479
0,0.011055404,44,0.241050853,3.0,0,15,8.780941113572387
0,0.6245,60,0.7124,1.0,0,17,8.517193191416238
0,0.058541907,24,0.010745891,0.0,0,3,8.059592328887545
1,0.798201451,43,0.448219569,0.0,2,13,9.19023970026918
0,0.012746392,71,0.029828362,1.0,0,13,8.699681400989514
0,0.139080204,27,182.0,0.0,0,5,0.6931471805599453
0,0.068329068,71,0.307300255,1.0,0,8,8.805525052709516
0,0.001272689,59,0.284243295,0.0,0,9,8.337109129562474
0,0.016821105,79,19.0,0.0,0,4,8.594339400592892
0,0.015723167,41,0.534419236,0.0,0,6,8.548110294050959
0,0.0,28,0.0,0.0,0,2,7.0909098220799835
0,0.085178296,70,0.112660732,0.0,0,6,9.221280312014517
0,0.02089484,78,0.518370407,1.0,0,12,8.294299608857235
1,0.909599254,40,0.089616175,4.0,2,5,8.671800909642677
0,0.9999999,23,0.0,0.0,0,0,8.594339400592892
0,0.397174753,58,0.190934197,0.0,0,19,9.259225769705994
0,0.307399887,52,0.287594349,0.0,1,7,8.550047528287184
0,0.9999999,37,0.12095968,0.0,0,2,8.006700845440367
0,0.095695215,81,56.0,1.0,0,2,8.594339400592892
0,0.941360571,68,0.28864524,3.0,0,8,9.96415923206886
0,0.254916339,49,0.423192269,2.0,1,10,8.006700845440367
0,0.766627048,37,0.433250809,1.0,1,8,8.566173813637858
0,0.001016219,78,0.20916641,0.0,0,7,8.086717920303906
0,0.112218272,63,0.544130249,0.0,0,18,8.160803920954665
0,0.379024839,86,0.356131509,0.0,2,10,9.0280988119824
0,0.209663881,58,0.253262983,0.0,0,9,8.188966863648876
0,0.11464309,52,0.603210637,1.0,0,15,8.726967774991493
0,0.066598335,63,0.018367821,1.0,0,2,8.366602832783736
0,0.787198231,73,0.603756299,0.0,0,13,8.38160253710989
0,0.217394262,66,403.0,0.0,0,5,8.594339400592892
1,0.95129255,53,0.248299834,1.0,3,13,8.797397374012059
0,0.9999999,62,0.615454545,0.0,0,2,7.003065458786462
0,0.002384837,73,0.219725343,0.0,0,7,7.784473235736469
0,0.67426645,32,0.142717178,2.0,2,6,8.719970756777574
0,0.358973541,55,0.233210761,0.0,0,22,8.550047528287184
0,0.428709114,56,0.347256165,2.0,0,11,8.412054873292933
1,0.690052859,64,1.155267579,0.0,0,17,8.334951631422454
0,0.337693493,32,0.639120293,0.0,0,5,8.006700845440367
0,0.9999999,60,118.0,0.0,0,5,8.594339400592892
1,0.9999999,23,53.0,0.0,0,1,8.594339400592892
0,0.170520877,27,0.100597815,0.0,0,11,8.486940148245216
0,0.408599218,75,0.082772464,0.0,0,7,9.0441677169216
1,0.779018727,56,0.96495233,1.0,2,17,8.915566545710645
0,0.70836867,50,0.598128445,0.0,0,19,8.962007209588313
1,0.9999999,30,74.0,0.0,0,0,8.594339400592892
1,0.306552821,39,0.538162426,0.0,0,7,9.105090961257085
0,0.015678477,78,0.002285497,0.0,0,10,9.259225769705994
0,0.109403716,49,0.265730734,0.0,0,16,9.200391041122515
0,0.011260315,69,0.061042815,0.0,0,6,10.330942436869211
0,0.230950333,46,0.23855229,4.0,0,14,8.517393171418904
0,0.0,66,0.0,1.0,0,1,7.313886831633462
0,0.501719862,34,0.306119381,1.0,0,8,8.802522498284421
0,0.9999999,38,0.000322477,1.0,2,1,8.03947991910045
1,0.988496593,52,1.729668333,1.0,6,17,7.696667081526462
0,0.050683085,54,0.073807321,3.0,1,10,9.624699147254466
1,0.169100692,62,0.127023223,0.0,7,7,9.338557669776936
0,0.796982412,41,0.130171835,0.0,4,16,9.251194365984448
0,0.35714935,58,0.221371661,0.0,0,7,8.764209507142004
0,0.032339049,68,0.305858437,1.0,0,7,8.596189197642735
0,0.132659864,76,0.142039317,0.0,0,9,9.133243321591216
0,0.66551411,42,1.001565558,1.0,1,18,8.53895468319775
0,0.145208429,28,0.01272149,0.0,0,1,7.696667081526462
0,0.045772143,67,0.061363219,1.0,0,7,8.6020856584342
0,0.0,36,0.0,2.0,1,3,7.824445930877619
0,0.0,51,0.465787943,0.0,0,8,8.54849804124465
0,0.232476525,49,0.06425,2.0,0,6,8.987196820661973
0,0.170065056,46,0.22481844,3.0,0,9,8.06054004653864
0,0.0,84,0.388537154,0.0,0,6,8.006700845440367
0,0.364235019,30,0.067561777,1.0,0,10,8.853808274977197
0,0.073496659,39,0.495889802,2.0,0,14,8.412054873292933
0,0.409540387,63,0.259781223,2.0,0,18,9.60918360377546
0,0.0,49,5.0,1.0,0,5,8.594339400592892
0,0.076800131,43,0.31648786,2.0,0,13,9.55874117946267
0,0.9999999,47,0.0,0.0,0,1,7.650168700845001
0,0.130172905,56,0.302701801,0.0,1,28,8.698847859222488
1,0.514107976,24,354.0,0.0,1,11,8.594339400592892
0,0.043845066,55,0.490809416,0.0,1,14,8.03947991910045
0,0.053818924,78,0.007834688,0.0,0,4,9.231220849555537
0,0.716614467,69,0.551089782,0.0,0,7,8.517393171418904
0,0.278449831,46,0.517319043,3.0,0,17,9.463120392418698
0,0.0,47,0.321766886,0.0,0,9,9.181117513299279
0,0.818469518,51,0.338186283,1.0,1,7,8.648396877031582
0,0.760434593,46,0.791565983,0.0,0,18,9.45946351224934
0,0.006460639,93,0.000527148,0.0,0,6,8.934323331054905
0,0.785483988,51,0.546167418,1.0,0,9,8.537191877922927
0,0.096007272,41,774.0,0.0,0,4,8.594339400592892
0,0.522206073,74,0.293437106,0.0,0,10,9.159888828480085
0,0.006425757,62,0.292518862,0.0,0,18,9.305741456739435
0,0.006841205,78,52.01785714,0.0,0,8,4.02535169073515
0,0.032161583,60,0.123011016,0.0,0,6,8.091933455979893
0,0.002601871,70,0.172182782,0.0,1,27,9.210440366976517
0,0.361360676,37,0.423165667,1.0,0,14,8.77971129020447
1,0.746659945,33,0.297250529,4.0,2,9,8.556606193773073
0,0.02479752,40,0.243455497,3.0,1,6,8.430327258394575
0,0.0,85,0.0,0.0,0,4,8.006700845440367
0,0.001442576,63,0.000112423,0.0,0,4,9.093244600099936
0,0.137712123,33,0.317909169,0.0,1,7,8.160803920954665
0,0.392721456,29,0.053352559,0.0,0,3,8.333510708982942
0,0.106508744,58,142.0,0.0,0,2,8.594339400592892
0,0.791799698,34,0.818931135,1.0,0,13,8.232440158470336
0,0.073902416,45,0.153203343,0.0,0,6,8.448271745949816
0,0.02869713,31,0.003006389,0.0,0,7,7.886457270977689
0,0.9999999,32,0.255980007,2.0,1,5,7.937731775260109
0,0.472919833,54,0.250387083,1.0,0,12,8.416488487294606
1,0.9999999,79,0.036151065,1.0,4,1,9.472781556562168
0,0.038500121,64,0.833913476,0.0,0,18,7.606387389772652
0,0.075907238,40,0.952294412,2.0,0,15,7.696667081526462
0,0.141545775,51,0.256305385,3.0,3,7,8.38958706681109
0,0.307805931,68,0.063688859,0.0,0,3,8.680671660408713
0,0.00299925,71,0.113649343,0.0,0,5,7.467942332285852
0,0.058627782,70,0.017878632,0.0,0,3,8.668539943910762
0,0.633091254,39,0.100508187,1.0,0,7,8.865593998902725
0,0.033867006,69,10.24861265,0.0,1,17,6.803505257608338
0,0.177450685,49,0.385939216,0.0,0,15,8.60557030203365
0,0.15980098,45,0.144466917,2.0,0,6,8.149312843635345
0,0.482080881,51,0.369767903,1.0,0,12,9.218506934642576
0,0.488016253,53,0.340373012,0.0,0,12,9.5876803163585
0,0.183520416,33,0.04411298,0.0,0,8,8.055475141757274
0,0.229846769,23,0.011662779,1.0,1,3,8.006700845440367
0,0.263616762,45,0.356741789,2.0,0,8,9.472781556562168
0,0.583579219,38,1.404269739,0.0,0,15,7.989899374942939
0,0.142232221,34,0.205555556,1.0,0,5,8.371010681238156
0,0.044604412,51,0.233369684,2.0,0,9,7.919719760924575
0,0.586819581,52,0.265289118,4.0,0,13,8.699681400989514
0,0.006899655,88,0.001598721,0.0,0,3,7.824845691026856
0,0.055117795,45,0.510324258,4.0,0,13,9.478533767844102
0,0.381228834,38,0.011664723,1.0,0,3,8.699681400989514
0,0.872523949,35,0.385343823,0.0,0,6,8.834045641167798
1,0.835027495,28,0.284396618,0.0,0,5,7.170888478512505
0,0.051489242,54,0.248955916,2.0,0,13,9.978131095531895
1,0.9999999,52,0.005759539,0.0,1,0,8.334951631422454
0,8.18e-05,72,0.223788772,0.0,1,17,8.268988209506656
0,0.9999999,61,0.0,1.0,0,0,7.601402334583733
0,0.598998465,59,0.943203574,1.0,0,14,8.45553053102413
0,0.001805183,62,236.0,0.0,0,5,8.594339400592892
0,0.255056963,37,0.551833012,0.0,0,9,8.648396877031582
0,0.010663924,61,0.141656663,0.0,0,9,8.670943791222156
0,0.979673442,34,0.075114834,0.0,0,2,8.216358332386156
0,1.045969354,23,0.133398247,1.0,0,6,8.033009498596668
0,0.699878467,46,0.164090369,0.0,0,6,9.132486932771318
0,0.462400708,60,0.235061484,2.0,0,12,9.691716587516886
0,0.324712041,62,0.474724439,0.0,0,19,9.821029430095606
0,0.592670916,54,0.515259985,2.0,0,14,9.270117576012044
0,0.244908336,47,0.311143011,2.0,1,9,8.625688787569537
0,0.03259109,70,0.011927732,0.0,0,9,8.648396877031582
0,0.939362663,63,0.393876276,0.0,0,5,8.476579508530941
0,0.183565801,41,0.208631895,0.0,0,10,8.699681400989514
1,0.99992511,30,1.416842628,2.0,7,24,8.993551586299981
0,0.06340248,41,0.333333333,0.0,0,9,8.987321812850125
0,0.101176877,50,0.447265625,1.0,0,20,9.071537969095724
0,0.860996509,40,0.165126677,3.0,0,5,8.118207049405783
0,0.754426042,30,0.260940032,1.0,2,5,7.523481312573497
0,0.016174885,27,0.112629124,0.0,0,11,8.006700845440367
0,0.270988568,73,0.501381597,0.0,0,11,8.887100204123687
0,0.21086204,49,0.213049609,2.0,0,10,8.962007209588313
0,0.018349083,26,444.0,0.0,0,7,8.594339400592892
0,0.9999999,68,0.00379245,3.0,0,1,8.665785595466064
0,0.02487186,29,0.371842267,0.0,0,9,8.085178748074537
0,0.33473104,48,0.181065515,5.0,0,5,9.0280988119824
0,0.77187003,55,356.0,0.0,0,2,8.594339400592892
0,0.002797453,39,0.230863237,2.0,0,5,9.105090961257085
0,0.102897694,50,0.354568705,2.0,0,8,8.366602832783736
0,0.9999999,76,0.0,0.0,0,1,8.594339400592892
0,0.188640568,55,0.045188937,2.0,0,4,8.94910546953925
0,0.012524501,85,10.0,0.0,0,4,8.594339400592892
0,0.49015512,61,0.366666667,0.0,0,15,9.074520648833648
0,0.027390081,57,0.265598694,0.0,0,11,9.883335864325275
0,0.9999999,51,2.871991247,2.0,0,6,6.81783057145415
0,0.087218522,48,0.303126551,0.0,0,9,9.217812386814884
0,0.556041854,31,574.0,0.0,0,5,8.594339400592892
0,0.045727236,28,0.175274908,0.0,0,5,8.006700845440367
0,0.04419779,67,734.0,0.0,0,3,8.594339400592892
0,0.206576229,66,0.386625094,1.0,1,19,9.137877200242468
0,0.157375287,38,0.245668592,0.0,0,6,7.719129840906732
0,0.0,42,0.842386898,3.0,1,16,8.726967774991493
0,0.361696094,45,0.59289966,0.0,0,19,9.149315670138408
0,0.031707938,65,0.273347448,0.0,0,8,8.35490952835879
0,0.9999999,53,0.279367792,1.0,0,3,7.75833346749091
0,0.037050193,55,0.038987004,1.0,0,12,8.006700845440367
0,0.012789893,82,0.002394029,0.0,0,4,8.867990898182093
0,0.520920299,29,0.129243737,0.0,2,7,8.359603270841466
0,0.17321742,41,127.0,0.0,0,7,8.594339400592892
0,0.874348839,50,0.340273363,1.0,0,12,8.747034264178168
0,0.0,71,0.0,0.0,0,6,8.594339400592892
0,0.15902755,48,1.050379848,0.0,0,14,7.824445930877619
0,0.051224944,84,0.151432469,0.0,0,6,8.388905171114706
0,0.532220677,50,34.0,0.0,0,1,8.594339400592892
0,0.43964009,23,424.0,0.0,0,3,8.594339400592892
0,0.501057489,48,0.081229418,2.0,1,6,9.011767474596178
0,0.494885523,45,0.67611512,2.0,1,9,9.350189267092581
0,0.583416583,24,0.01827957,0.0,0,4,6.835184586147301
0,0.256920004,47,1.869224534,1.0,0,11,8.216358332386156
0,0.781203133,29,0.237839451,0.0,0,7,8.11701408773731
0,0.372600668,78,0.413091641,0.0,0,9,8.510168576479273
0,0.0,51,0.0,0.0,0,9,8.714567550836485
0,0.733248245,50,0.2139765,0.0,0,8,8.081475040137052
0,0.003544066,68,0.247061338,0.0,0,10,8.450839690866216
0,0.251957919,73,0.725163325,0.0,0,23,8.398184404834035
0,0.069511038,67,0.00975786,1.0,0,3,9.024131268455035
0,0.044977511,24,0.115147112,0.0,0,2,7.920446505142607
1,0.011421162,35,0.947804176,3.0,0,17,9.0280988119824
0,0.581766715,58,0.812743715,0.0,0,28,9.397068870588344
0,0.0,45,0.328286853,3.0,0,8,9.214332393245721
0,0.012259767,57,0.288859711,0.0,0,15,9.200391041122515
0,0.0,26,0.203398301,0.0,0,3,7.601402334583733
0,0.98070193,50,0.2913592,1.0,0,5,8.343077871169383
0,0.604116471,65,0.839464252,0.0,0,24,8.575650760987806
0,0.012540688,75,0.014723926,0.0,0,10,7.801800401908973
0,0.760398678,55,0.999729803,0.0,0,8,8.216358332386156
0,0.9999999,63,0.365768897,0.0,0,6,7.741533589281828
0,0.017499205,56,0.184555275,0.0,1,6,8.37816098272068
0,0.009964932,33,15.01724138,1.0,0,12,4.7535901911063645
0,0.003645616,70,0.000813736,0.0,0,19,9.416459832284596
0,0.0,78,4.0,0.0,0,5,8.594339400592892
0,0.023022376,40,0.253440253,2.0,0,10,9.220389707829185
0,0.024996694,31,0.128421053,0.0,0,3,7.261927092702751
0,0.776447106,37,0.173361522,1.0,3,4,8.238536930171769
1,1.005564621,46,1.291727141,1.0,3,11,7.633853559681768
0,0.052610632,55,0.845507562,3.0,0,22,9.22197245620589
0,0.616566011,49,1.210438645,0.0,0,15,7.496097345175956
1,0.231927534,49,130.0,0.0,0,15,0.0
0,0.621677462,47,0.068256731,1.0,0,6,10.203629181337648
0,0.0,23,0.0,0.0,0,1,8.594339400592892
0,0.231724243,63,0.454444197,0.0,0,21,8.409385238781931
0,0.003084516,45,0.247882987,3.0,0,10,9.248791558350435
0,0.907339511,36,0.619272424,0.0,0,9,8.188966863648876
0,0.224943422,54,0.441962193,0.0,0,11,8.764209507142004
1,0.147487709,36,0.369691923,2.0,1,5,7.0909098220799835
0,0.038228751,73,0.285028791,0.0,0,14,7.642044402873258
0,0.384427189,40,0.35013785,0.0,0,10,7.839525581704678
0,0.00493596,71,0.289177706,0.0,0,10,8.294299608857235
0,0.650291424,65,0.249011858,0.0,3,9,8.098338846189057
0,0.0,85,0.0,0.0,0,1,8.594339400592892
0,0.173721752,42,0.1216969,1.0,0,4,8.853808274977197
0,0.607738872,58,0.869219294,0.0,0,15,7.606387389772652
0,0.0,58,0.055968784,0.0,0,4,9.012011377036412
0,0.777297816,51,0.197765825,3.0,0,8,8.888894669371593
0,0.429571872,71,0.471531928,2.0,0,18,8.064321960910803
0,0.566921946,49,0.483856894,1.0,0,15,9.12347443895452
0,0.738347946,38,0.146970606,0.0,0,3,8.517393171418904
0,0.024298958,69,0.069048254,0.0,0,6,8.229777750081887
0,0.472551643,42,0.344808491,3.0,0,9,9.29053691397046
0,0.003528997,24,0.633373934,0.0,0,5,6.710523109452428
0,0.081048366,80,50.0,0.0,0,6,8.594339400592892
0,0.9999999,47,0.094220495,1.0,0,6,8.323122887587735
0,0.104971955,69,0.504489524,0.0,0,14,8.008698182988528
0,0.836862852,40,0.199565546,0.0,0,8,9.267476563346992
0,0.131575957,46,0.007346354,0.0,0,2,8.627123250788433
0,0.045606713,81,107.0,0.0,0,4,8.594339400592892
0,0.0,69,0.311178823,0.0,0,5,8.566173813637858
0,0.033553106,50,0.502619571,0.0,0,8,8.685584842676693
0,0.089881158,62,0.49144168,2.0,0,12,8.64241515616962
0,0.516848837,74,0.501585384,1.0,0,15,8.798303718484979
0,0.0,57,0.326921246,0.0,2,15,9.259225769705994
0,0.0,49,1.412515188,0.0,0,17,8.792397742356906
0,0.374700591,49,0.708029197,1.0,0,25,9.210440366976517
0,0.171425262,56,1.05057926,1.0,1,19,9.270211769013573
0,0.670896751,45,0.275338491,0.0,0,10,9.24377514806242
0,0.041330274,82,70.0,0.0,0,12,8.594339400592892
0,0.0,45,0.460930641,2.0,0,7,8.136518252115291
0,0.034358468,49,0.143702906,1.0,0,8,8.22040309993373
0,0.056200048,51,0.241158319,1.0,0,15,9.444542550647126
0,0.030323232,36,0.073493876,0.0,1,4,9.392745258631441
0,0.766201998,55,0.466964801,0.0,0,24,8.843903650835497
0,0.487674883,29,0.142857143,0.0,0,5,8.412054873292933
0,0.002254877,63,0.220456293,0.0,0,9,8.268988209506656
0,0.443094274,30,0.190607735,2.0,0,6,8.08886878916199
0,0.367724409,34,0.176058237,0.0,2,7,8.21851757748959
0,0.017356037,47,0.249590983,3.0,1,13,8.612685172875459
0,0.30076965,30,685.0,0.0,0,4,8.594339400592892
0,0.533744376,39,1.163826403,0.0,0,10,8.38958706681109
0,0.177588161,53,79.0,0.0,0,2,8.594339400592892
0,0.299267518,57,0.517393043,1.0,0,7,7.824445930877619
0,0.054942237,47,0.1648032,4.0,0,22,9.305741456739435
0,0.030294365,57,0.283415991,2.0,0,8,9.020026965252676
0,0.147318544,49,0.484667627,0.0,1,9,8.488587934405903
0,0.95489149,48,0.691868216,3.0,4,16,8.566173813637858
0,0.9999999,63,0.333502796,0.0,0,4,8.682877107057168
0,0.112672183,69,68.5,0.0,0,4,0.6931471805599453
0,0.01469853,72,0.255819534,0.0,0,6,8.334951631422454
0,0.9999999,40,53.0,0.0,0,1,8.594339400592892
0,0.601365158,40,0.338280767,3.0,0,6,8.081475040137052
0,0.101636781,48,0.285916876,0.0,0,9,9.123365357961776
0,0.046946353,62,0.236991344,0.0,0,22,9.21542741102474
0,0.578094794,47,0.181983456,1.0,0,9,9.305741456739435
0,0.000986699,43,0.000239981,0.0,0,9,8.334951631422454
0,0.129998488,49,0.450059776,2.0,0,10,9.127067452782361
0,0.13179733,33,0.487653386,0.0,0,12,8.79497643168877
0,0.9999999,74,35.0,0.0,0,2,0.0
0,0.457508878,74,0.707532861,1.0,0,20,8.282988692742602
0,0.050223813,86,0.050779688,0.0,0,13,7.824445930877619
0,0.474840816,57,0.376157558,2.0,0,12,8.944680683558895
1,1.404793609,41,0.438106439,0.0,0,4,8.131824785007195
0,0.076880343,56,0.33453138,2.0,0,11,8.193400231952097
0,0.017744471,47,1.563614744,0.0,0,15,6.734591659972948
0,0.831285477,61,0.376640241,0.0,0,19,9.590966190070702
0,0.288324956,68,0.372375691,0.0,1,11,9.446992273315185
0,0.123717891,48,0.068272229,0.0,0,6,9.137877200242468
0,0.9999999,48,0.313966029,3.0,0,8,8.911664758049536
0,0.9999999,42,0.564717641,2.0,1,5,7.601402334583733
0,0.127904616,58,887.0,0.0,0,9,8.594339400592892
